Facility Type,Facility Number,FAC_N2,FAC_ID_Z,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Latitude,Longitude,WUICLASS10,HAZ_CLASS,Risk,Duplicate address
RESIDENTIAL CARE ELDERLY,107201415,107201415,CA107201415,ROYAL GARDENS II,VR ENIGMA INC.,"AULAKH, GURMIT",(559) 226-3320,4238 E. ALAMOS AVENUE,FRESNO,CA,93726,FRESNO,24,6,LICENSED,1/18/2002,,36.805589,-119.753456,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107203355,107203355,CA107203355,ROYAL GARDENS III,V R ENIGMA INC. DBA: ROYAL GARDENS,"AULAKH, GURMIT",(559) 346-0958,1637 GETTYSBURG AVENUE,CLOVIS,CA,93611,FRESNO,24,6,CLOSED,7/3/2006,7/11/2019,36.801464,-119.685615,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107202520,107202520,CA107202520,ROYAL GARDENS IV,"VR ENIGMA, INC.",GURMIT K AULAKH,(559) 324-7587,1125 SUNNYSIDE AVE.,CLOVIS,CA,93611,FRESNO,24,6,LICENSED,1/3/2012,,36.816357,-119.690654,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,565801653,565801653,CA565801653,ROYAL GARDENS OF CAMARILLO,"ROYAL GARDENS ASSISTED LIVING, LLC",LISA COHEN,(805) 484-2777,903 CARMEN DRIVE,CAMARILLO,CA,93010,VENTURA,31,130,ON PROBATION,8/24/2009,,34.22605,-119.051481,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,547207099,547207099,CA547207099,ROYAL GARDENS SENIOR LIVING,"VR ENIGMA, INC.","SINGH, M. BALLY",(559) 240-0728,452 E. FRESNO ST.,DINUBA,CA,93618,TULARE,24,12,CLOSED,,3/17/2016,36.544372,-119.387666,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197609751,197609751,CA197609751,ROYAL GRANADA HILLS SENIOR HOME,ROYAL GRANADA HILLS SENIOR HOME INC,"STRASHKO, SVETLANA",(818) 943-7201,10747 GOTHIC ST,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,PENDING,,,34.266104,-118.4893,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306003973,306003973,CA306003973,ROYAL GUEST HOME,"POP, ANDREEA",ANDREEA ANCA POP,(714) 232-3914,1359 VALENCIA AVENUE,PLACENTIA,CA,92870,ORANGE,22,6,LICENSED,9/23/2008,,33.885303,-117.855355,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,507000657,507000657,CA507000657,ROYAL HOME CARE,"PERNESH, VASILE (BILL)","PERNESH, VASILE (BILL)",(209) 543-9828,4442 MORROW ROAD,MODESTO,CA,95356,STANISLAUS,27,6,LICENSED,11/26/1996,,37.705227,-121.03595,Low_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,405801742,405801742,CA405801742,ROYAL HOME CARE,"KEOHEN, HANILETA",HANILETA KEOHEN,(805) 238-0128,729 BOLEN DRIVE,PASO ROBLES,CA,93446,SAN LUIS OBISPO,29,6,LICENSED,5/11/2011,,35.624464,-120.674688,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306001146,306001146,CA306001146,ROYAL HOME CARE II,"PANGANIBAN, ANTOINETTE & HAYDEE","PANGANIBAN, HAYDEE",(714) 638-3595,11132 FRALEY ST.,GARDEN GROVE,CA,92841,ORANGE,22,6,CLOSED,5/4/2000,4/21/2017,33.801092,-117.965299,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600602,415600602,CA415600602,ROYAL ILIMA,"HALE KOKUA, INC.","GANIO, PUREZA A.",(650) 348-3895,1565 ROYAL AVE.,SAN MATEO,CA,94401,SAN MATEO,14,6,LICENSED,2/9/2005,,37.566717,-122.302205,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306000689,306000689,CA306000689,"ROYAL INN II, THE","ROYAL S. INNS, INC.",ALAN L. SHELLEY,(949) 581-8220,22841 RIDGE ROUTE DRIVE,LAKE FOREST,CA,92630,ORANGE,22,6,LICENSED,12/17/1997,,33.631708,-117.701714,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306000688,306000688,CA306000688,"ROYAL INN, THE","ROYAL S. INNS, INC.",ALAN L. SHELLEY,(949) 472-9001,23272 DOWNLAND,LAKE FOREST,CA,92630,ORANGE,22,6,LICENSED,12/17/1997,,33.624271,-117.707216,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306004311,306004311,CA306004311,ROYAL LIVING,"MOBILE MODULAR CONSTRUCTION,INC.",ELENA CECILIA MARINESCU,(714) 998-7098,18601 PATRICIAN DRIVE,VILLA PARK,CA,92861,ORANGE,22,3,LICENSED,11/18/2011,,33.812309,-117.807282,Med_Dens_NoVeg,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306004395,306004395,CA306004395,"ROYAL LIVING, INC.","ROYAL LIVING, INC.",FLORICA LIVIA POPA,(714) 537-1691,11512 MONTCLAIR DRIVE,GARDEN GROVE,CA,92841,ORANGE,22,4,LICENSED,2/1/2012,,33.795528,-117.969798,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374604272,374604272,CA374604272,ROYAL MANOR RESIDENTIAL CARE,"OKORO, KINGSLEY OSAYI","OKORO, KINGSLEY",(619) 715-5801,468 HIGHTREE PLACE,SAN DIEGO,CA,92114,SAN DIEGO,8,6,PENDING,,,32.692476,-117.036303,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,97004721,97004721,CA097004721,ROYAL OAKS ELDERLY CARE,"SANDERS, TERRY & DEBORAH","SANDERS, TERRY & DEBORAH",(530) 677-3006,3111 ROYAL DRIVE,CAMERON PARK,CA,95682,EL DORADO,27,6,CLOSED,1/28/2011,3/13/2015,38.664194,-120.986371,Med_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,565801851,565801851,CA565801851,ROYAL OAKS HOME CARE,"HAPPY HOME CARE, INC.",KAREN ROSALES,(805) 210-5414,1106 ROYAL AVENUE,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,2/26/2014,,34.264214,-118.778602,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,567609831,567609831,CA567609831,ROYAL OAKS INN,"OCEAN GROUP HOLDINGS, LLC","JAKOBOVICH, BRANDON",(805) 495-4657,45 ERBES RD,THOUSAND OAKS,CA,91362,VENTURA,31,80,LICENSED,10/10/2019,,34.178657,-118.851472,High_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,19200872,19200872,CA019200872,ROYAL PALM RESIDENTIAL HOME,NOLASCO RESIDENTIAL CARE HOME INC,"MENDIOLA, MARIA CORAZON",(510) 661-0239,39606 ROYAL PALM DRIVE,FREMONT,CA,94538,ALAMEDA,15,6,LICENSED,11/8/2019,,37.529993,-121.991902,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607361,197607361,CA197607361,ROYAL PALMS,"JJ PALMS, INC.",NATALIE MALLON,(818) 772-7153,20548 GERMAIN STREET,CHATSWORTH,CA,91311,LOS ANGELES,31,6,LICENSED,5/8/2008,,34.261579,-118.581535,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005188,306005188,CA306005188,ROYAL PALMS CARE HOME,BUENA PARK COMMUNITY CARE FACILITY INC,FREDRIC ROBART,(714) 625-9425,5929 LOS RAMOS CIRCLE,BUENA PARK,CA,90620,ORANGE,22,6,LICENSED,5/24/2017,,33.836094,-118.029358,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,397005208,397005208,CA397005208,ROYAL PALMS CARE HOME,"COSMINA ROGOVEANU, RN","ROGOVEANU, COSMINA",(916) 436-4243,8675 PHOENIX AVENUE,FAIR OAKS,CA,95628,SAN JOAQUIN,23,6,LICENSED,8/22/2013,,38.66082,-121.235709,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,347005208,347005208,CA347005208,ROYAL PALMS CARE HOME,"COSMINA ROGOVEANU, RN","ROGOVEANU, COSMINA",(916) 436-4243,8675 PHOENIX AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,CLOSED,8/22/2013,11/14/2017,38.66082,-121.235709,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,342700240,342700240,CA342700240,ROYAL PALMS CARE HOME,DANIELA PODAR,DANIELA PODAR,(916) 477-1554,8675 PHOENIX AVE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,11/14/2017,,38.66082,-121.235709,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336425396,336425396,CA336425396,ROYAL PALMS GUEST HOME,I AM WITH YOU LLC,ARNALINA JAUDALSO,(951) 427-3516,6943 GYPSUM CREEK DRV,EASTVALE,CA,92880,RIVERSIDE,18,6,LICENSED,9/12/2011,,33.962554,-117.601119,High_Dens_NoVeg,Non-Wildland/Non-Urban,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197607274,197607274,CA197607274,ROYAL PALMS SENIOR HOME CARE #2,"ROYAL PALMS SENIOR HOME CARE, INC.",ELYON JAGROOP,(661) 360-9095,19632 BABINGTON STREET,SANTA CLARITA,CA,91351,LOS ANGELES,31,6,CLOSED,10/26/2007,6/23/2016,34.42656,-118.479453,High_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197608289,197608289,CA197608289,ROYAL PALMS SENIOR HOME CARE #3,"ROYAL PALMS SENIOR HOME CARE, INC.",MAGDALENE FREEMAN,(661) 250-9579,27851 CAMP PLENTY ROAD,SANTA CLARITA,CA,91351,LOS ANGELES,31,6,CLOSED,7/23/2012,6/23/2016,34.429083,-118.477816,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197607000,197607000,CA197607000,"ROYAL PALMS SENIOR HOME CARE, INC.","ROYAL PALMS SENIOR HOME CARE, INC.",ELYON JAGROOP,(661) 252-6989,27855 CAMP PLENTY ROAD,SANTA CLARITA,CA,91351,LOS ANGELES,31,6,CLOSED,4/9/2007,6/23/2016,34.429205,-118.47795,High_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197608244,197608244,CA197608244,ROYAL PALMS VILLA,"ROYAL PALMS VILLA, LLC.",MARIVI PITTS,(310) 771-0505,17419 ELGAR AVENUE,TORRANCE,CA,90504,LOS ANGELES,11,6,LICENSED,10/5/2012,,33.872063,-118.328733,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306004632,306004632,CA306004632,ROYAL RCFE,ROYAL RCFE,CRISTIANA STAN,(714) 758-2804,2547 E. NORM PLACE,ANAHEIM,CA,92806,ORANGE,22,6,LICENSED,8/6/2014,,33.823837,-117.878519,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608135,197608135,CA197608135,ROYAL SENIOR LIVING,"ROYAL SENIOR LIVING, LLC.",ARMEN GYURDZHYAN,(818) 980-0804,12523 CALIFA STREET,VALLEY VILLAGE,CA,91607,LOS ANGELES,31,6,CLOSED,4/13/2011,3/15/2018,34.177578,-118.406036,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197608989,197608989,CA197608989,ROYAL SENIOR LIVING,"DAVTYAN, HOVANES","DAVTYAN, HOVANES",(818) 980-0804,12523 CALIFA STREET,VALLEY VILLAGE,CA,91605,LOS ANGELES,31,6,CLOSED,,3/27/2017,34.177578,-118.406036,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197608618,197608618,CA197608618,ROYAL SENIOR LIVING II,ROYAL SENIOR LIVING II INC,"ESPINAL, ALMA AURORA",(818) 609-0117,6214 BECKFORD AVE,TARZANA,CA,91335,LOS ANGELES,31,6,CLOSED,4/8/2014,11/8/2017,34.183047,-118.551264,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197609484,197609484,CA197609484,ROYAL SENIOR LIVING LLC,ROYAL SENIOR LIVING LLC,"GYURDZHYAN, ARMEN",(818) 980-0804,12523 CALIFA ST,VALLEY VILLAGE,CA,91607,LOS ANGELES,31,6,CLOSED,,8/1/2018,34.177578,-118.406036,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198602564,198602564,CA198602564,ROYAL VISTA SAN GABRIEL,ROYAL VISTA SAN GABRIEL LLC,"FUENTES, SUSANA",(626) 289-8889,901 W SANTA ANITA ST,SAN GABRIEL,CA,91776,LOS ANGELES,28,100,LICENSED,5/23/2018,,34.095461,-118.112474,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336427613,336427613,CA336427613,ROYALS SENIOR SERVICE,"ROYAL, MARZELLA","ROYAL, MARZELLA",(909) 972-8093,12806 PORTOLA STREET,VICTORVILLE,CA,92392,RIVERSIDE,18,2,CLOSED,,1/13/2016,34.483146,-117.351263,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197609001,197609001,CA197609001,ROYALTY ASSISTED LIVING,AGAPE ELDERLY ASSISTED LIVING CORP,"AVETIAN, LIDUSH",(818) 436-9088,10940 STRATHERN STREET,SUN VALLEY,CA,91352,LOS ANGELES,31,10,LICENSED,10/14/2016,,34.215536,-118.369711,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197609666,197609666,CA197609666,ROYALTY ASSISTED LIVING II,AGAPE ELDERLY ASSISTED LIVING CORP,"AVETIAN, LIDUSH",(818) 436-9088,17326 LOS ALIMOS ST,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,LICENSED,3/4/2019,,34.265893,-118.511982,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197606562,197606562,CA197606562,"ROYALTY GUEST HOME, INC.","ROYALTY GUEST HOME, INC.",ELENA ANGUSTIA,(818) 727-1741,20609 BRYANT STREET,CANOGA PARK,CA,91306,LOS ANGELES,31,6,LICENSED,5/23/2006,,34.227452,-118.582499,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374602421,374602421,CA374602421,ROYALTY RESIDENCE INC.,ROYALTY RESIDENCE INCORPORATED,PERFETUA PURCHASE,(760) 480-2844,616 NORTH CITRUS AVE,ESCONDIDO,CA,92027,SAN DIEGO,8,6,CLOSED,10/18/2006,11/30/2015,33.147287,-117.048287,Med_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306002925,306002925,CA306002925,ROZA CARE,"CIOLAC, DELIA",DELIA R. CIOLAC,(714) 863-8445,1538 SEVILLE STREET,PLACENTIA,CA,92870,ORANGE,22,6,LICENSED,8/1/2005,,33.890779,-117.852897,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107208885,107208885,CA107208885,ROZE'S CARE,ROZINA ANN ICE,"ICE, ROZINA ANN",(559) 917-7502,4847 N 6TH ST,FRESNO,CA,93726,FRESNO,24,6,CLOSED,,9/20/2018,36.805061,-119.763379,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197609730,197609730,CA197609730,RRRC INC,RRRC INC,"CHALIKYAN, ANUSHIK",(818) 371-0567,18960 KESWICK ST,RESEDA,CA,91335,LOS ANGELES,31,6,CLOSED,,12/10/2018,34.210078,-118.54695,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197609770,197609770,CA197609770,RRRC INC,RRRC INC,"CHALIKYAN, ANUSHIK",(818) 745-5007,18960 KESWICK ST,RESEDA,CA,91335,LOS ANGELES,31,6,LICENSED,4/25/2019,,34.210078,-118.54695,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197607080,197607080,CA197607080,RTJ HOME SWEET HOME,"RTJ HOME SWEET HOME, INC.",ROSALINDA GALO,(661) 943-2236,6023 W. AVENUE L-12,LANCASTER,CA,93536,LOS ANGELES,31,6,LICENSED,7/30/2007,,34.649491,-118.237072,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,198203914,198203914,CA198203914,RUBY'S GUEST HOME,RUBY'S GUEST HOME INC.,RUBY CALVARIO,(562) 434-7706,2125 E. 4TH STREET,LONG BEACH,CA,90814,LOS ANGELES,28,34,CLOSED,4/28/2003,8/26/2016,33.771989,-118.166002,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,486803732,486803732,CA486803732,RUGGERS CARING HOME INC,RUGGERS CARING HOME INC,"CHAVEZ, ANNA",(707) 477-3087,140 IRONWOOD LANE,VALLEJO,CA,94591,SOLANO,21,6,CLOSED,,3/28/2018,38.082429,-122.202641,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,197609089,197609089,CA197609089,RUMI SUNRISE,RUMI SUNRISE LLC,"MIRABADI,FARAH",(714) 747-4447,4345 ALLOTT AVENUE,SHERMAN OAKS,CA,91423,LOS ANGELES,31,6,LICENSED,4/27/2017,,34.148828,-118.428086,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,392700496,392700496,CA392700496,RUTH'S LOVING CARE HOME,"JONES, LUCY CATHY","JONES, LUCY C",(510) 467-4848,1625 GLORIA CIR,TRACY,CA,95377,SAN JOAQUIN,27,4,LICENSED,9/10/2019,,37.74375,-121.475881,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005681,306005681,CA306005681,RUTH GUEST HOME,LAYAD INC,"DAO, BREVET",(714) 507-8040,3205 E. RUTH PL,ORANGE,CA,92867,ORANGE,22,6,CLOSED,,12/6/2019,33.78168,-117.819285,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,15601307,15601307,CA015601307,RUUS HOME-RCFE,HAYWARD HOLY INFANT RESIDENTIAL CARE FACILITY INC.,"JUGARAP, SIMPORIANA P.",(510) 432-4684,28269 RUUS ROAD,HAYWARD,CA,94544,ALAMEDA,15,6,LICENSED,10/17/2007,,37.630012,-122.06886,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,435200220,435200220,CA435200220,RVRJ RESIDENTIAL CARE HOME,"PASCUA, VIRGINIA A.","PASCUA, VIRGINIA",(408) 238-9385,3053 PAVAN DRIVE,SAN JOSE,CA,95148,SANTA CLARA,26,6,CLOSED,11/13/1995,7/9/2018,37.320505,-121.791624,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,331880563,331880563,CA331880563,RWINS ELDERLY'S HAVEN,APAP ENTERPRISE LLC,"PERGANTIS, ALICIA",(714) 398-9566,4960 RED BLUFF RD,RIVERSIDE,CA,92503,RIVERSIDE,18,6,LICENSED,10/10/2018,,33.929219,-117.463026,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336427430,336427430,CA336427430,RWINS HAVEN FOR THE ELDERLY,APAP ENTERPRISE LLC,"PERGANTIS, ANGELO",(951) 525-3809,4912 RED ROCK AVE,RIVERSIDE,CA,92503,RIVERSIDE,18,6,LICENSED,11/18/2016,,33.930331,-117.461804,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,361800007,361800007,CA361800007,RYAN'S HOME CARE,ROJAS & RODRIGUEZ CORP.,"ROJAS, FRANKLIN",(909) 894-4168,1682 COULSTON STREET,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,LICENSED,11/27/2017,,34.068655,-117.251037,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,366424545,366424545,CA366424545,RYAN'S HOMECARE,"RYAN'S HOMECARE, INC.","RYAN, AIDA L.",(909) 894-4168,1682 COULSTON ST.,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,CLOSED,9/10/2010,11/27/2017,34.068655,-117.251037,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005485,306005485,CA306005485,RYAN'S OPEN ARMS,CHENG & CO LLC,"CHENG, CHIN-WEN",(714) 894-2835,6942 DRESDEN CIR,HUNTINGTON BEACH,CA,92647,ORANGE,22,6,LICENSED,7/31/2018,,33.739886,-118.007601,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,435202416,435202416,CA435202416,RYAN'S RESIDENTIAL CARE UNIT,RYAN'S RESIDENTIAL CARE UNIT,ROSEY SINGH,(831) 760-2471,1115 E. SAN MARTIN AVE.,SAN MARTIN,CA,95046,SANTA CLARA,26,5,CLOSED,,11/6/2015,37.091807,-121.591695,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005539,306005539,CA306005539,RYYANN HOME CARE,RYYANN INC,"CONSTANTINO, LORNA",(949) 367-5577,25102 SOUTHPORT,LAGUNA HILLS,CA,92653,ORANGE,22,6,LICENSED,12/6/2018,,33.597143,-117.694801,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,565802442,565802442,CA565802442,R&J RESIDENTIAL CARE HOME,CHRISTIAN RYAN CARINO,"CARINO, CHRISTIAN RYAN",(805) 427-8098,2160 HANCOCK PL,OXNARD,CA,93033,VENTURA,31,4,LICENSED,11/30/2017,,34.179027,-119.149592,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,455002351,455002351,CA455002351,S & B'S SENIOR HOME CARE RETREAT,BELITA AND STEVE CRYE,"CRYE, STEVE W.",(530) 246-8082,4687 KENMARE CT,REDDING,CA,96001,SHASTA,25,6,CLOSED,3/11/2011,3/31/2015,40.571197,-122.43802,Med_Dens_Interface,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,486803643,486803643,CA486803643,SABILE HOUSE OF CARE,"HOUSE OF RUTH, LLC","SABILE, ROSAURO",(707) 315-1941,388 VALLE VISTA AVENUE,VALLEJO,CA,94590,SOLANO,21,6,LICENSED,1/12/2017,,38.119897,-122.24504,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,405801500,405801500,CA405801500,SACHELE SENIOR GUEST HOME III LLC,SACHELE SENIOR GUEST HOME III LLC,AURORA G. GALINATO,(805) 534-9950,1758 7TH STREET,LOS OSOS,CA,93402,SAN LUIS OBISPO,29,6,LICENSED,1/28/2008,,35.319618,-120.835136,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,340308207,340308207,CA340308207,SACRAMENTO GUEST HOME,"MANGABAT, NORMINIO & GLADYS","MANGABAT, NORMINIO",(916) 447-1502,2715 G ST.,SACRAMENTO,CA,95816,SACRAMENTO,27,13,LICENSED,8/14/1985,,38.577623,-121.468394,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,19200744,19200744,CA019200744,SACRED HANDS LIVING,RAJWANT K. PANESAR,"PANESAR, RAJWANT",(209) 762-2910,2980 BLUMEN AVE,BRENTWOOD,CA,94513,ALAMEDA,15,6,LICENSED,1/18/2018,,37.967411,-121.714499,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,79200816,79200816,CA079200816,SACRED HANDS LIVING II,"PANESAR, RAJWANT K","PANESAR, RAJWANT K",(209) 762-2910,3760 PINTAIL DR,ANTIOCH,CA,94509,CONTRA COSTA,15,6,LICENSED,11/20/2018,,37.981847,-121.849354,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,79200895,79200895,CA079200895,SACRED HANDS LIVING III,"PANESAR, RAJWANT KAUR","PANESAR, RAJWANT KAUR",(209) 762-2910,536 LAKE PARK CT,OAKLEY,CA,94561,CONTRA COSTA,15,6,LICENSED,8/15/2019,,37.984267,-121.633921,Low_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,331800065,331800065,CA331800065,SACRED HEART-EDGEMONT,SACRED HEART ASST LIV; SACRED HEART-EDGEMONT LLC,"MACIAS, EVELYN",(949) 257-8344,37212 EDGEMONT DRIVE,MURRIETA,CA,92563,RIVERSIDE,18,6,LICENSED,8/11/2017,,33.580495,-117.106115,High_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,331800064,331800064,CA331800064,SACRED HEART-STOYVIEW,SACRED HEART ASST LIV; SACRED HEART-STOYVIEW LLC,"MACIAS, EVELYN",(951) 698-4258,37189 STOYVIEW CIRCLE,MURRIETA,CA,92563,RIVERSIDE,18,6,LICENSED,8/14/2017,,33.580792,-117.107412,High_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306004797,306004797,CA306004797,SACRED HEART ASSISTED LIVING,"SACRED HEART ASSISTED LIVING, INC.",EVELYN MACIAS,(949) 206-1507,23911 VIA LA CORUNA,MISSION VIEJO,CA,92694,ORANGE,22,6,LICENSED,1/15/2016,,33.57086,-117.63561,Med_Dens_Interface,High,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,570314689,570314689,CA570314689,SACRED HEART CARE HOME FOR THE ELDERLY,"DOYLE, LORNA","DOYLE, LORNA P.",(530) 662-6055,605 CONNOR LANE,WOODLAND,CA,95695,YOLO,21,8,LICENSED,5/3/1991,,38.67343,-121.795832,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,157206956,157206956,CA157206956,SACRED HEART ELDER CARE,SACRED HEART ELDER CARE INC,"GORNAL, JENNIFER O",(661) 473-1223,6916 TREJO DRIVE,BAKERSFIELD,CA,93313,KERN,24,6,CLOSED,6/16/2016,12/31/2017,35.291962,-119.062498,Low_Dens_NoVeg,Non-Wildland/Non-Urban,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197608769,197608769,CA197608769,SACRED HEART HOME CARE I,"SACRED HEART HOME CARE I, LLC.",VIRGINIA BRINA,(661) 941-3538,44014 42ND STREET WEST,LANCASTER,CA,93536,LOS ANGELES,31,6,CLOSED,,12/7/2015,34.682506,-118.205703,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
